book_id,user_id,rating
2,24834,4
2,25164,4
2,25182,5
2,26145,4
2,26629,4
2,27499,5
2,28767,4
2,30313,5
2,30681,4
2,30944,5
2,32055,4
2,32305,5
2,32592,4
2,32635,4
2,32748,5
2,32918,5
2,33065,5
2,33697,4
2,33716,5
2,33872,5
2,36099,5
2,37834,4
2,38082,5
2,42404,5
2,42508,4
2,42810,4
2,45269,4
2,45493,5
2,46421,5
2,46977,3
2,47476,3
2,47478,2
2,47800,5
2,48482,5
2,48559,5
2,48687,1
2,49298,5
2,50096,5
2,50104,5
2,50133,5
2,51166,5
2,51460,4
2,51838,4
2,52036,3
2,53292,5
3,314,3
3,588,1
3,2077,2
3,2487,3
3,2900,3
3,3662,4
3,4536,1
3,5115,4
3,5272,5
3,5461,2
3,5885,4
3,6063,5
3,6630,5
3,6634,3
3,7001,4
3,9246,1
3,9731,2
3,9771,3
3,10140,3
3,10246,1
3,10249,5
3,10509,1
3,10610,1
3,10751,1
3,10944,1
3,11285,2
3,11408,3
3,11599,4
3,11854,1
3,11927,4
3,12471,2
3,12946,4
3,13274,5
3,13282,5
3,13794,1
3,14546,5
3,15604,1
3,16377,1
3,16569,1
3,16913,4
3,17434,4
3,17663,4
3,18031,3
3,18313,5
3,19724,4
3,19942,4
3,19984,2
3,20076,3
3,20782,4
3,20848,4
3,21228,3
3,21487,3
3,21733,1
3,22602,3
3,23576,1
3,23612,3
3,24326,3
3,24389,3
3,25182,3
3,25214,1
3,26398,2
3,26629,4
3,28767,3
3,29703,1
3,30681,4
3,32305,1
3,32592,5
3,32635,4
3,32918,5
3,33065,1
3,33716,3
3,36099,4
3,36240,2
3,37284,1
3,37834,4
3,37855,3
3,38080,5
3,38082,3
3,38475,3
3,42404,5
3,43602,4
3,43985,2
3,46977,2
3,47746,5
3,48482,3
3,48687,1
3,49288,5
3,49289,5
3,49295,5
3,49297,5
3,49298,1
3,50096,5
3,50101,5
3,50102,5
3,50104,5
3,50133,5
3,51166,3
3,51460,2
3,52036,1
3,53292,5
5,314,4
5,1169,5
5,1952,5
5,2324,5
5,2487,3
5,2900,5
5,3022,1
5,3662,4
5,3739,5
5,3922,2
5,5115,3
5,5461,5
5,6342,5
5,6630,3
5,7001,5
5,8167,4
5,8370,3
5,9246,3
5,10111,5
5,10246,4
5,10402,4
5,10944,3
5,11691,5
5,11692,4
5,11868,3
5,11927,5
5,11945,4
5,12381,4
5,12476,5
5,12874,4
5,12946,5
5,13034,4
5,13776,4
5,13794,2
5,14546,2
5,14603,4
5,15547,2
5,17228,5
5,17643,2
5,17663,5
5,18031,5
5,18313,2
5,19526,4
5,19724,5
5,19729,4
5,20406,5
5,20467,4
5,21217,4
5,21228,4
5,21487,5
5,21676,4
5,21733,4
5,22602,5
5,23576,5
5,24499,3
5,25164,4
5,25182,5
5,25840,3
5,26629,5
5,26661,5
5,27499,5
5,27834,4
5,28158,4
5,28767,2
5,29703,5
5,29819,2
5,30681,3
5,30944,4
5,32338,3
5,32635,3
5,32748,4
5,32923,5
5,33065,4
5,33697,5
5,33716,4
5,33872,4
5,34688,3
5,36099,3
5,37284,2
5,38798,2
5,39423,2
5,41074,3
5,42404,3
5,44243,2
5,44397,5
5,45269,4
5,45493,5
5,45554,5
5,46139,4
5,46421,5
5,46482,5
5,47800,3
5,48559,3
5,48687,5
5,49298,2
5,50104,5
5,51166,4
5,51838,4
5,52036,4
5,53292,5
6,173,5
6,314,5
6,725,5
6,2077,2
6,2171,5
6,3662,5
6,5379,5
6,6016,5
6,8440,4
6,8612,4
6,9195,3
6,9246,2
6,9722,5
6,10727,5
6,11599,4
6,11691,3
6,11927,5
6,12476,4
6,13282,5
6,14222,4
6,14285,4
6,15318,4
6,16569,5
6,16913,5
6,17329,5
6,17405,4
6,17984,4
6,18031,1
6,18179,1
6,18199,5
6,18316,5
6,18361,5
6,18550,4
6,18798,4
6,18957,5
6,20076,4
6,20782,4
6,21228,4
6,22212,4
6,22534,3
6,24326,5
6,25030,3
6,26146,3
6,26244,5
6,26398,4
6,26942,4
6,28158,3
6,28831,4
6,29031,4
6,29644,5
6,29689,3
6,30601,5
6,30879,5
6,31001,4
6,31305,4
6,31760,4
6,32419,4
6,32635,5
6,32923,4
6,33119,5
6,33147,5
6,33207,4
6,33872,2
6,34531,4
6,35259,2
6,35982,2
6,36664,3
6,37035,4
6,37041,3
6,38687,3
6,38851,5
6,39720,4
6,40167,3
6,40251,5
6,40490,3
6,41318,3
6,43985,4
6,45493,4
6,47490,5
6,47746,5
6,48687,5
6,49138,5
6,49382,5
6,49830,5
6,50096,5
6,50101,5
6,50102,5
6,50104,5
6,50133,5
6,50610,3
6,51065,5
6,51166,5
6,51480,2
6,51762,4
6,52036,2
6,52469,5
6,52583,5
6,52740,2
6,53145,5
6,53292,5
10,3662,4
10,3922,5
10,4536,2
10,5115,4
10,5272,3
10,5461,3
10,6063,1
10,6630,3
10,7001,4
10,8167,3
10,9246,2
10,9731,3
10,10111,5
10,10249,4
10,10509,2
10,10610,5
10,10944,4
10,11285,5
10,11692,5
10,11854,4
10,11868,5
10,11927,5
10,12381,5
10,12455,3
10,12471,5
10,12874,4
10,12946,5
10,13034,5
10,13282,5
10,13776,4
10,13794,4
10,13991,4
10,14192,4
10,14248,5
10,15547,3
10,15604,3
10,17228,5
10,17434,4
10,17643,1
10,17663,4
10,17984,5
10,18313,5
10,19526,4
10,19724,5
10,19942,5
10,20076,3
10,20406,4
10,20967,4
10,21217,3
10,21228,4
10,21487,5
10,21676,5
10,21733,4
10,22164,5
10,23576,4
10,23612,4
10,24326,5
10,24499,4
10,25164,4
10,25182,5
10,25840,5
10,26145,4
10,26661,4
10,26718,5
10,27834,5
10,27934,5
10,28767,5
10,28824,4
10,29703,4
10,30283,4
10,30681,4
10,32338,3
10,32635,4
10,32748,4
10,33065,5
10,36099,5
10,39423,3
10,41074,3
10,42404,5
10,42574,4
10,44397,5
10,46482,5
10,47411,2
10,47730,5
10,47800,5
10,48559,4
10,48687,5
10,49288,5
10,49289,5
10,49295,5
10,49297,5
10,50096,5
10,50101,5
10,50102,5
10,50133,5
10,50999,5
10,51166,3
10,51838,4
10,52036,4
10,53292,5
21,588,4
21,2077,3
21,2900,5
21,3022,4
21,3922,5
21,5436,5
21,7001,5
21,8167,4
21,9011,4
21,9731,4
21,9771,4
21,10111,4
21,10140,3
21,10249,5
21,10509,2
21,10751,5
21,10944,4
21,11285,4
21,11408,4
21,11599,5
21,11854,4
21,11868,5
21,11927,5
21,11999,3
21,12466,3
21,12471,5
21,12476,5
21,12874,4
21,12946,4
21,13282,5
21,13544,5
21,14222,3
21,14546,5
21,14936,4
21,15318,3
21,15604,4
21,15889,3
21,16377,5
21,16913,3
21,17566,4
21,17984,5
21,18031,5
21,18100,4
21,18313,5
21,18361,4
21,18798,4
21,19724,5
21,19729,4
21,19942,5
21,20076,4
21,21228,5
21,21676,5
21,21713,4
21,23612,5
21,24499,4
21,24582,5
21,24845,5
21,25164,3
21,26145,3
21,26629,4
21,26718,4
21,27934,2
21,28158,4
21,29703,4
21,29819,4
21,30283,5
21,30313,5
21,30601,4
21,30944,3
21,31001,5
21,32305,4
21,32592,4
21,32635,5
21,32918,5
21,33065,5
21,33147,5
21,33697,4
21,33864,4
21,36099,5
21,37690,4
21,37746,3
21,40126,5
21,40468,4
21,41074,4
21,41318,5
21,43602,3
21,45269,4
21,46977,2
21,47476,4
21,48297,4
21,48482,4
21,48559,4
21,48687,1
21,49298,5
21,50342,5
21,51065,5
21,51762,5
21,51838,4
21,52036,2
21,52583,5
24,588,4
24,1169,3
24,2900,5
24,3022,4
24,3922,5
24,5436,5
24,6634,3
24,8167,4
24,8710,3
24,9011,3
24,9244,4
24,9731,4
24,9771,4
24,10111,4
24,10140,3
24,10249,5
24,10288,5
24,10509,2
24,10751,5
24,10944,4
24,11285,4
24,11408,4
24,11599,5
24,11854,4
24,11868,5
24,11927,5
24,11999,3
24,12466,3
24,12471,5
24,12476,4
24,12874,4
24,12946,4
24,13544,5
24,14372,3
24,14546,5
24,14603,4
24,14936,4
24,15318,3
24,15604,4
24,16569,4
24,16913,4
24,17566,4
24,17984,5
24,18031,5
24,18100,4
24,18313,5
24,18361,4
24,19724,5
24,19729,4
24,19942,4
24,20076,4
24,21228,5
24,21676,5
24,21713,4
24,23603,5
24,23612,5
24,24499,4
24,24582,5
24,24845,4
24,25164,4
24,25278,5
24,26145,3
24,26718,4
24,27934,3
24,28158,4
24,28824,4
24,29819,5
24,30283,5
24,30313,5
24,30944,3
24,31001,5
24,32055,4
24,32305,5
24,32592,4
24,32635,5
24,32918,5
24,33065,5
24,33697,5
24,33864,4
24,36099,5
24,37746,3
24,40126,5
24,41074,4
24,41318,5
24,43602,3
24,45269,4
24,45554,4
24,46421,5
24,47476,4
24,47800,5
24,48482,4
24,48559,3
24,48687,1
24,49298,5
24,50342,5
24,51065,5
24,51460,4
24,51762,5
24,51838,4
24,53293,5
25,588,5
25,2077,3
25,3022,4
25,3922,5
25,5436,5
25,6252,5
25,6634,3
25,8167,4
25,8454,3
25,9011,4
25,9244,3
25,9731,4
25,9771,4
25,10140,3
25,10249,5
25,10288,5
25,10751,5
25,10944,4
25,11285,4
25,11408,4
25,11691,4
25,11854,4
25,11927,5
25,11999,3
25,12471,5
25,12476,5
25,12946,5
25,13095,4
25,13282,5
25,13360,3
25,13544,5
25,14222,3
25,14546,5
25,14936,4
25,15318,3
25,15604,4
25,15889,4
25,16569,4
25,16913,3
25,17566,4
25,18031,5
25,18100,5
25,18313,5
25,18361,4
25,19171,5
25,19724,5
25,19729,5
25,19942,3
25,20076,4
25,21217,4
25,21228,4
25,21676,5
25,21713,5
25,23612,5
25,24499,4
25,24582,5
25,24845,4
25,25164,3
25,26145,3
25,26629,4
25,27612,5
25,27934,3
25,28158,5
25,28824,5
25,29819,4
25,30283,5
25,30313,4
25,30601,4
25,30944,4
25,31001,5
25,32055,4
25,32305,5
25,32592,4
25,32635,5
25,32635,5
25,32918,5
25,33065,5
25,33147,5
25,33697,3
25,33864,4
25,36099,5
25,40126,5
25,40468,5
25,41074,3
25,41318,5
25,43985,4
25,44243,4
25,45269,4
25,45554,3
25,47476,4
25,47800,5
25,48482,4
25,48559,5
25,48687,1
25,49298,5
25,50342,5
25,51065,5
25,51838,5
25,52036,2
25,52583,5
28,1169,4
28,2276,2
28,2324,5
28,2900,3
28,3087,4
28,3739,5
28,3922,2
28,5115,3
28,5436,5
28,5461,5
28,5645,5
28,5885,3
28,6063,3
28,6342,5
28,6630,3
28,8370,4
28,8484,2
28,9011,2
28,9011,1
28,9246,4
28,9731,3
28,10111,5
28,10140,3
28,10402,4
28,10751,5
28,11691,5
28,11868,3
28,11927,3
28,11945,5
28,12381,4
28,12946,5
28,13034,4
28,13274,4
28,13794,2
28,13991,4
28,14192,5
28,14248,4
28,14546,5
28,14603,5
28,15604,5
28,16569,4
28,16913,4
28,17434,5
28,17566,4
28,18798,3
28,19526,5
28,19724,3
28,19729,3
28,19942,3
28,20967,5
28,21228,4
28,21487,4
28,21713,3
28,21733,3
28,22602,4
28,24499,3
28,24834,3
28,25164,4
28,25182,2
28,25278,5
28,25840,2
28,26053,4
28,26145,3
28,26629,5
28,27934,5
28,28767,1
28,29819,4
28,30313,4
28,30944,5
28,32305,5
28,32635,5
28,32748,5
28,32923,4
28,33065,4
28,33697,5
28,33872,4
28,36695,4
28,37284,3
28,37834,5
28,42404,5
28,42508,4
28,42574,5
28,42810,3
28,43622,4
28,44397,5
28,45269,4
28,45493,4
28,46421,5
28,46482,3
28,46977,5
28,47411,3
28,47800,5
28,48440,5
28,48482,3
28,48559,4
28,48687,5
28,50101,5
28,51480,2
28,51838,4
28,53245,4
29,314,3
29,588,3
29,1169,5
29,3087,5
29,3922,5
29,4536,3
29,5645,5
29,5885,4
29,6063,5
29,6252,1
29,6342,5
29,6634,4
29,7001,4
29,8167,3
29,8178,5
29,8370,3
29,8484,5
29,8510,4
29,9246,2
29,9771,5
29,10111,3
29,10246,5
29,10402,3
29,10751,4
29,11691,5
29,11692,4
29,11868,5
29,11927,3
29,11945,5
29,12874,3
29,13034,3
29,13282,5
29,13794,3
29,14192,5
29,14207,4
29,14248,3
29,14546,5
29,14603,4
29,15547,4
29,15604,4
29,15748,1
29,16177,4
29,17228,5
29,17566,5
29,17643,1
29,17663,4
29,18798,3
29,19171,5
29,19191,3
29,19724,4
29,19984,5
29,21217,3
29,21228,4
29,21487,3
29,21676,5
29,21724,4
29,21733,2
29,22164,5
29,22602,4
29,24326,4
29,24389,4
29,25164,4
29,25182,5
29,25840,5
29,26629,4
29,27499,5
29,27834,3
29,28767,3
29,28824,3
29,30601,5
29,30681,4
29,30794,4
29,30833,5
29,30944,4
29,32055,4
29,32305,4
29,32419,5
29,32576,4
29,32635,4
29,32748,5
29,33697,5
29,33864,5
29,36099,4
29,37690,4
29,37855,5
29,40126,4
29,42404,4
29,42508,3
29,42574,3
29,45269,3
29,45493,5
29,45554,4
29,46421,5
29,47411,3
29,48687,5
29,50342,3
29,51460,4
29,51480,4
29,51762,5
29,52036,5
67,439,4
67,588,4
67,1952,4
67,2900,4
67,3087,5
67,3641,5
67,3922,5
67,5629,4
67,6063,3
67,6252,5
67,6342,5
67,6630,5
67,6634,4
67,7001,5
67,8440,4
67,8710,3
67,9244,5
67,9246,5
67,9722,3
67,10111,4
67,10140,3
67,10402,5
67,10509,5
67,10610,5
67,10727,4
67,10944,5
67,11272,1
67,11445,5
67,11599,3
67,11692,4
67,11854,3
67,11945,5
67,11999,4
67,12381,4
67,12874,4
67,12946,5
67,13095,5
67,13544,4
67,13794,3
67,13879,3
67,13991,4
67,14222,4
67,14248,3
67,14372,4
67,14603,4
67,15748,4
67,17242,3
67,17434,5
67,17984,5
67,18031,5
67,18361,4
67,18857,5
67,19942,3
67,20467,3
67,20848,5
67,21658,4
67,21724,4
67,21733,2
67,22164,4
67,22243,4
67,22602,4
67,23576,4
67,24326,3
67,24499,3
67,24834,5
67,26244,4
67,26579,3
67,26661,4
67,28767,3
67,29031,3
67,29123,3
67,29703,2
67,30601,3
67,31852,4
67,32592,4
67,32748,5
67,32923,3
67,33065,2
67,33716,3
67,33890,3
67,34688,4
67,35259,4
67,36695,3
67,37834,3
67,38080,5
67,38082,5
67,38475,4
67,42404,5
67,42574,5
67,43622,3
67,44397,4
67,45554,5
67,47730,2
67,47800,5
67,48559,5
67,48687,5
67,49298,5
67,51166,4
67,51480,3
67,53245,4
93,439,3
93,1169,5
93,1952,4
93,2900,4
93,3662,5
93,3739,4
93,3922,4
93,5272,4
93,5461,5
93,5885,4
93,6063,4
93,6634,5
93,7563,5
93,8167,3
93,8579,4
93,9011,5
93,9668,5
93,9771,5
93,10146,4
93,10249,4
93,10335,3
93,10751,5
93,11272,3
93,11285,5
93,11408,2
93,11692,4
93,11854,3
93,11868,3
93,11999,3
93,12381,3
93,12471,5
93,12874,4
93,12946,5
93,13034,4
93,13544,5
93,13991,4
93,14192,5
93,14372,4
93,15604,2
93,15889,5
93,16913,4
93,17228,5
93,17434,5
93,17663,4
93,17984,3
93,18313,5
93,19724,4
93,19729,4
93,19942,4
93,20406,5
93,20467,4
93,20848,5
93,20967,4
93,21217,4
93,21228,4
93,21487,5
93,21676,5
93,22602,4
93,23576,1
93,23612,4
93,24143,4
93,24326,4
93,24389,4
93,24834,5
93,25182,4
93,25278,5
93,25840,4
93,26244,4
93,26661,5
93,26718,3
93,28158,3
93,28767,5
93,29689,5
93,29819,5
93,30601,3
93,30681,5
93,32055,4
93,32305,3
93,32592,4
93,32748,4
93,33065,3
93,33864,3
93,33872,5
93,36099,5
93,37284,4
93,37834,5
93,39423,5
93,42404,4
93,42574,3
93,42810,3
93,43622,4
93,44397,4
93,45493,3
93,47800,5
93,48559,5
93,48687,5
93,49298,4
93,51460,4
93,52036,3
93,53292,5
98,314,3
98,439,3
98,725,4
98,1952,5
98,2171,4
98,2324,4
98,2900,5
98,3005,2
98,3087,3
98,3641,5
98,3922,4
98,5645,4
98,5885,4
98,6025,4
98,6063,4
98,6342,4
98,6630,5
98,8510,4
98,8909,4
98,9195,4
98,9668,5
98,9722,4
98,9804,5
98,10111,4
98,10885,4
98,10944,5
98,11569,5
98,11927,5
98,11945,5
98,12471,4
98,12946,5
98,13095,4
98,13407,5
98,13544,5
98,13794,2
98,13991,5
98,14222,4
98,14372,5
98,14936,4
98,15318,3
98,15494,4
98,15748,5
98,16576,3
98,17105,3
98,17663,4
98,18361,3
98,18798,4
98,21217,3
98,21228,5
98,21724,4
98,22243,5
98,22534,2
98,23612,4
98,24499,3
98,24845,5
98,25164,3
98,26053,2
98,26097,3
98,26145,3
98,26244,4
98,26579,3
98,26883,4
98,27612,5
98,28158,4
98,28824,4
98,29031,4
98,29819,5
98,29951,2
98,30313,5
98,30601,4
98,30833,5
98,32033,4
98,32592,4
98,32745,4
98,33065,4
98,34688,4
98,35146,3
98,35259,5
98,36031,4
98,36099,5
98,36695,5
98,37834,5
98,39618,5
98,40126,5
98,40167,5
98,41747,5
98,44397,5
98,45269,4
98,45554,4
98,46139,5
98,46147,5
98,47730,5
98,48007,3
98,48482,3
98,48687,5
98,49514,4
98,50342,5
98,51166,4
98,51460,4
98,51838,4
119,951,5
119,1169,4
119,1393,4
119,1952,5
119,2324,4
119,2900,4
119,3087,3
119,4536,4
119,5115,1
119,5885,4
119,6342,4
119,7001,5
119,8370,5
119,8579,2
119,8669,4
119,8710,3
119,9244,5
119,9246,2
119,9731,4
119,10111,4
119,10111,3
119,10140,3
119,10335,5
119,10610,4
119,10727,4
119,11239,3
119,11272,3
119,11691,4
119,11854,3
119,11868,3
119,11945,4
119,12381,4
119,12455,4
119,12471,4
119,13407,5
119,13794,3
119,14192,2
119,14248,4
119,14372,4
119,14603,4
119,15494,4
119,15889,4
119,16377,5
119,16569,2
119,17228,4
119,18313,3
119,18361,4
119,18798,5
119,19191,5
119,19526,5
119,20406,4
119,20467,1
119,20967,3
119,21676,5
119,21733,3
119,22602,5
119,23576,3
119,24326,3
119,24845,3
119,25048,4
119,26244,5
119,26629,4
119,26718,4
119,28767,4
119,29689,2
119,29819,3
119,30283,4
119,30313,4
119,31001,5
119,32055,3
119,32305,5
119,32592,3
119,32745,5
119,32748,4
119,32923,4
119,33065,5
119,33716,3
119,34688,3
119,35259,4
119,37284,5
119,37690,5
119,37834,5
119,37855,4
119,38080,3
119,38798,4
119,42404,5
119,42508,5
119,42574,5
119,42810,4
119,43622,2
119,44397,5
119,45554,4
119,46139,4
119,46977,5
119,47800,5
119,48559,2
119,48687,5
119,51480,3
119,51838,4
119,53292,5
122,588,5
122,951,4
122,2900,2
122,3087,4
122,3922,4
122,4536,4
122,5379,1
122,6630,3
122,7001,3
122,7979,5
122,8370,2
122,8454,4
122,8484,3
122,8710,4
122,9011,1
122,9165,5
122,9246,2
122,9731,4
122,9804,2
122,10140,2
122,10146,3
122,10246,4
122,10249,3
122,10727,3
122,11239,4
122,11408,2
122,11569,4
122,11692,4
122,11854,2
122,11927,3
122,11945,4
122,12381,3
122,12455,1
122,12466,4
122,13274,4
122,13544,3
122,13879,2
122,15318,4
122,15494,2
122,15547,3
122,15604,5
122,15889,4
122,16913,3
122,17105,3
122,17434,3
122,17566,3
122,18031,4
122,18100,4
122,18361,3
122,18798,2
122,19729,3
122,19984,5
122,21217,4
122,21228,5
122,21724,1
122,22243,5
122,23303,3
122,23558,4
122,24834,4
122,24845,3
122,25164,4
122,25840,3
122,26145,4
122,26282,3
122,26398,2
122,27612,5
122,28767,2
122,29703,1
122,30233,1
122,30681,5
122,30944,5
122,32033,4
122,32576,4
122,32748,5
122,34688,3
122,35259,4
122,35780,4
122,37855,5
122,38798,3
122,39423,3
122,39618,5
122,41747,4
122,44243,2
122,45493,5
122,45554,4
122,45811,3
122,46139,4
122,46421,5
122,46482,5
122,46977,2
122,47730,5
122,48482,4
122,49514,4
122,50999,4
122,51460,4
122,51762,2
122,51838,5
122,52929,3
122,53245,4
122,53293,5
291,35,3
291,173,4
291,274,4
291,368,2
291,725,5
291,1440,5
291,1759,4
291,3087,3
291,3688,5
291,3827,2
291,3918,5
291,5152,4
291,6025,3
291,6252,4
291,6634,4
291,7152,4
291,7970,5
291,7979,5
291,8258,4
291,8440,5
291,8669,5
291,8833,4
291,8909,5
291,9246,3
291,9357,5
291,9722,4
291,9787,5
291,10727,5
291,10944,4
291,11285,4
291,11569,5
291,11599,5
291,11927,4
291,11945,5
291,11999,3
291,13112,4
291,13163,5
291,13274,5
291,13407,5
291,13544,5
291,13580,5
291,14293,4
291,14385,3
291,14575,1
291,14603,4
291,15318,5
291,17105,4
291,17242,4
291,17832,5
291,17984,4
291,18120,5
291,18361,5
291,18798,4
291,20076,2
291,20467,3
291,21781,4
291,22313,3
291,22913,5
291,23576,3
291,23612,4
291,23711,5
291,23892,4
291,25327,5
291,26053,4
291,26244,4
291,26282,5
291,26661,4
291,26800,5
291,26992,5
291,27513,3
291,29703,5
291,30233,5
291,30833,3
291,31760,5
291,31852,4
291,32923,3
291,33357,3
291,33872,3
291,35739,5
291,38080,5
291,38475,4
291,38687,5
291,39423,4
291,40167,3
291,41145,5
291,42404,5
291,43949,5
291,44305,1
291,44836,4
291,46102,3
291,47490,5
291,47800,5
291,48291,4
291,48389,5
291,48559,5
291,49138,5
291,51460,5
291,51762,5
291,52136,5
291,52425,3
304,35,3
304,368,3
304,1794,5
304,1952,4
304,2171,4
304,2487,4
304,3087,3
304,3739,5
304,5461,4
304,5629,3
304,5645,4
304,6342,4
304,7563,4
304,7970,5
304,7979,5
304,8440,3
304,8526,4
304,9125,3
304,9244,1
304,9804,5
304,10111,3
304,10509,4
304,10727,2
304,10944,4
304,11285,3
304,11408,5
304,11445,4
304,11569,4
304,11692,5
304,11837,4
304,11927,4
304,11945,5
304,11999,3
304,12361,4
304,12381,2
304,12840,3
304,13095,3
304,13274,4
304,13544,4
304,13879,4
304,14136,4
304,14372,2
304,15054,3
304,16377,5
304,16421,5
304,17883,4
304,18031,5
304,18179,4
304,18199,5
304,18767,5
304,18798,4
304,18857,5
304,19526,3
304,19541,4
304,20363,3
304,20467,4
304,20848,5
304,20991,5
304,21543,5
304,21658,4
304,21781,3
304,22243,5
304,22602,3
304,22913,3
304,23303,3
304,23576,4
304,23603,3
304,24326,4
304,24499,2
304,24834,4
304,25048,5
304,25065,5
304,25278,3
304,26053,3
304,26244,4
304,26282,4
304,26661,5
304,26800,5
304,27515,4
304,28767,3
304,29031,2
304,30160,5
304,30233,2
304,31760,4
304,32592,3
304,32923,4
304,33716,5
304,35259,5
304,38080,4
304,38687,3
304,40167,2
304,41997,4
304,42404,4
304,44397,5
304,45498,3
304,45554,3
304,46482,4
304,47490,4
304,51762,3
304,53293,5
320,173,5
320,588,3
320,725,4
320,946,4
320,1185,4
320,1294,4
320,1296,5
320,1634,5
320,1759,4
320,2421,3
320,3241,4
320,3662,4
320,4901,2
320,4934,4
320,4967,4
320,5152,4
320,5357,4
320,6397,4
320,6958,4
320,7225,3
320,7563,3
320,7610,4
320,8060,5
320,8337,3
320,8440,3
320,8565,4
320,8909,4
320,9246,4
320,9722,4
320,10610,5
320,10727,5
320,11263,4
320,11382,5
320,12734,2
320,13000,5
320,13163,4
320,13745,3
320,14205,4
320,14411,3
320,14585,3
320,14943,4
320,15037,4
320,15054,3
320,15082,5
320,15186,4
320,16569,5
320,17405,4
320,17665,3
320,18179,3
320,18361,4
320,18433,4
320,18908,4
320,20375,3
320,21543,3
320,21877,4
320,22212,4
320,23063,5
320,23612,4
320,23956,4
320,24441,4
320,24845,5
320,25030,3
320,25988,2
320,26244,4
320,26398,5
320,26825,4
320,28943,4
320,29703,3
320,30304,4
320,30313,4
320,30691,3
320,31754,4
320,31760,3
320,32923,3
320,32952,5
320,33119,4
320,33207,4
320,33633,3
320,34639,3
320,34859,4
320,34915,4
320,35739,5
320,36126,4
320,37393,3
320,38080,3
320,39195,5
320,40721,4
320,40897,4
320,44397,5
320,45554,5
320,46421,5
320,46447,4
320,46482,5
320,46823,3
320,46977,5
320,51166,4
320,51612,4
320,52136,5
320,52344,5
320,53245,4
343,314,3
343,1296,3
343,1677,4
343,2324,3
343,3114,3
343,3721,3
343,6630,3
343,6715,3
343,7840,3
343,8096,3
343,8388,4
343,8526,3
343,8569,4
343,8959,3
343,9165,4
343,9843,5
343,10256,3
343,10402,3
343,11239,4
343,11421,4
343,11445,4
343,11837,4
343,12361,4
343,12861,4
343,12874,4
343,13095,3
343,13163,4
343,13544,3
343,13794,3
343,13991,4
343,14293,3
343,14936,4
343,15020,3
343,15748,4
343,16129,1
343,16177,2
343,17222,3
343,17359,3
343,17566,3
343,17643,4
343,17832,4
343,17984,3
343,18857,5
343,18957,3
343,19171,5
343,19541,4
343,19942,4
343,21160,5
343,21217,2
343,21713,4
343,23558,4
343,23603,3
343,23612,3
343,24441,4
343,24834,5
343,25872,5
343,26097,4
343,26145,3
343,26398,5
343,26750,5
343,26883,3
343,26992,3
343,27027,3
343,27267,5
343,27740,4
343,28158,4
343,28803,5
343,28824,3
343,29732,4
343,29845,3
343,30184,5
343,30313,4
343,30681,3
343,32576,3
343,33890,3
343,34688,3
343,34787,3
343,35608,3
343,35780,5
343,36240,4
343,37041,4
343,37099,4
343,40167,3
343,40566,4
343,41733,5
343,41997,3
343,42404,5
343,43300,5
343,44650,3
343,47746,5
343,48196,3
343,48389,3
343,48482,3
343,49152,4
343,49491,4
343,51460,3
343,51838,4
343,52740,3
343,53173,4
343,53245,3
348,314,4
348,424,3
