user_id,book_id
2320,3028
2321,8676
2322,7603
2323,760
2323,7603
2325,10
2325,28
2325,67
2326,320
2328,67
2328,2547
2328,9555
2330,1524
2332,668
2332,1524
2332,3885
2332,5191
2332,7199
2336,1524
2344,304
2345,1
2346,5553
2351,1371
2352,7190
2353,1869
2353,2932
2353,7604
2355,5296
2357,3412
2361,10
2361,122
2361,4671
2364,662
2368,10
2368,348
2368,2517
2368,5180
2368,5191
2368,8914
2370,378
2370,5349
2371,67
2373,10
2373,28
2373,67
2379,1934
2380,348
2384,119
2384,122
2384,2784
2389,1005
2389,1371
2390,6538
2391,24
2393,9454
2394,348
2396,3
2397,6
2397,122
2399,28
2399,840
2399,1554
2404,1633
2404,4538
2410,360
2410,662
2413,348
2413,4076
2414,662
2414,5084
2415,5084
2420,5
2421,119
2421,7199
2423,1032
2423,5360
2424,67
2425,456
2425,2368
2427,67
2431,400
2431,1519
2432,3
2434,320
2434,668
2435,3
2437,8676
2437,9648
2438,350
2438,378
2445,8676
2450,1191
2452,668
2452,4887
2457,4887
2466,28
2467,1898
2472,360
2472,2175
2472,3885
2472,5161
2473,4138
2474,1078
2476,1
2479,475
2479,1848
2479,5345
2483,10
2483,67
2483,378
2485,1426
2492,3
2502,360
2504,28
2504,424
2504,2137
2508,355
2508,7770
2509,4830
2513,8909
2516,9375
2522,67
2523,1
2526,67
2527,2978
2531,6
2531,291
2531,320
2531,3300
2531,4407
2531,4631
2534,67
2535,28
2536,119
2537,1934
2538,348
2541,400
2541,1005
2545,119
2554,67
2554,4981
2555,5
2555,320
2556,1524
2557,119
2557,378
2557,4137
2557,4796
2558,9594
2559,5345
2560,8676
2562,1990
2563,291
2568,5
2569,122
2570,348
2572,320
2572,3885
2576,3
2576,291
2576,350
2576,840
2578,348
2578,668
2578,2094
2578,8698
2579,98
2579,360
2579,902
2580,6
2580,1911
2585,840
2588,350
2591,1953
2592,1381
2592,3888
2593,25
2594,2175
2596,667
2596,760
2596,827
2596,2187
2596,5907
2596,7144
2597,6
2597,67
2597,378
2597,6750
2598,119
2601,5
2601,10
2607,4796
2608,291
2608,668
2608,3559
2608,4381
2609,291
2609,386
2609,1524
2609,2175
2609,5368
2609,5479
2612,4835
2613,656
2614,320
2615,10
2615,2175
2615,3656
2618,360
2623,1
2623,3431
2624,10
2624,291
2624,350
2626,662
2626,1524
2631,4830
2631,5553
2634,5171
2634,7911
2634,7996
2637,28
2639,93
2640,5368
2651,304
2651,5296
2652,10
2652,119
2652,291
2653,5148
2653,5345
2653,5348
2657,3869
2658,428
2658,1241
2659,6
2659,1381
2661,67
2661,5128
2662,67
2662,119
2662,122
2662,378
2662,3061
2662,4633
2664,668
2664,5161
2664,9791
2668,668
2668,2175
2669,8957
2673,1
2675,348
2675,668
2676,2175
2677,840
2677,3559
2682,1032
2685,67
2686,29
2686,5659
2690,2371
2695,67
2695,122
2695,350
2701,1
2701,1005
2701,1191
2701,7199
2704,67
2704,1524
2706,291
2706,5439
2708,3465
2709,360
2709,3464
2712,6
2712,9594
2713,119
2713,662
2713,1005
2713,3985
2713,4887
2713,5349
2713,6870
2719,6
2720,2175
2720,5157
2724,668
2734,9646
2735,647
2735,4076
2735,7745
2736,122
2737,378
2738,291
2738,2517
2740,6
2740,378
2742,5805
2743,3586
2751,5805
2756,3388
2761,67
2761,840
2763,320
2763,668
2765,5084
2768,122
2768,5890
2779,122
2780,355
2782,1
2784,10
2785,119
2785,291
2791,400
2791,1622
2793,2175
2793,9791
2795,1934
2796,119
2798,291
2801,840
2807,28
2808,1911
2809,378
2809,1202
2809,4069
2811,5659
2818,9864
2820,2784
2826,119
2834,98
2839,1
2841,3478
2843,428
2843,629
2843,2547
2843,4986
2844,2657
2851,2
2851,28
2853,122
2853,355
2854,304
2854,4983
2854,5826
2855,320
2855,5161
2860,119
2860,629
2860,4137
2865,1622
2865,1848
2865,3711
2866,2
2866,24
2867,2839
2869,119
2869,9791
2872,67
2872,1426
2874,7779
2875,3973
2876,9791
2878,2784
2879,10
2880,67
2880,304
2880,4671
2881,1524
2882,9799
2885,355
2886,355
2887,5356
2888,2517
2894,348
2894,6753
2897,119
2897,348
2897,830
2897,3388
2897,5368
2901,1005
2901,4538
2901,8698
2906,2175
2909,291
2919,119
2920,1381
2921,3431
2925,4538
2928,122
2930,668
2930,1898
2930,3711
2930,4934
2931,291
2934,378
2937,5
2941,1371
2943,355
2943,6194
2949,5296
2951,67
2951,2623
2952,3
2953,4031
2953,4983
2955,424
2962,8676
2963,122
2963,7723
2964,291
2965,2
2965,5
2965,21
2965,24
2965,25
2965,29
2965,291
2965,7199
2968,5
2968,7780
2969,28
2973,5787
2975,4599
2979,7039
2984,2175
2984,4407
2985,5
2985,353
2986,4865
2990,386
2990,621
2993,1005
2993,5346
2994,840
2995,5
2995,67
3001,1524
3009,760
3012,25
3012,119
3013,1617
3016,1241
3016,3109
3017,119
3018,2175
3019,668
3020,1381
3021,67
3023,360
3024,5
3027,1633
3028,2
3028,21
3028,24
3028,25
3031,3559
3032,119
3032,668
3037,119
3037,1381
3040,7770
3045,6294
3048,1191
3049,3049
3050,4981
3054,10
3054,1869
3055,10
3055,760
3057,122
3059,4865
3059,8676
3060,4983
3061,119
3061,122
3061,2371
3062,3388
3062,4830
3064,350
3064,1618
3065,1005
3069,320
3070,67
3070,428
3070,4381
3071,1911
3071,3586
3073,98
3073,2932
3075,2784
3079,10
3079,1005
3083,1911
3085,67
3086,668
3087,5349
3092,4381
3096,291
3096,4407
3098,1
3099,6
3099,98
3099,378
3111,5
3111,1911
3115,10
3115,4137
3116,9419
3119,2175
3121,348
3123,291
3126,378
3127,291
3127,5191
3128,348
3128,1990
3128,8698
3129,1
3134,1078
3134,1420
3134,1524
3136,3446
3137,6
3137,67
3137,291
3141,5348
3142,1005
3145,1
3145,5345
3146,1
3146,122
3146,2137
3146,4631
3151,304
3152,1
3153,2122
3155,1911
3156,1420
3157,4530
3158,400
3159,428
3159,6670
3164,353
3164,5907
3168,5
3168,119
3168,378
3169,5
3170,93
3170,629
3170,4407
3176,5349
3182,1381
3191,365
3191,1191
3192,2187
3193,5
3194,6
3195,1381
3195,4538
3196,456
3199,1005
3200,4214
3207,1097
3207,5161
3207,9791
3209,291
3209,3711
3212,1
3212,320
3212,355
3213,378
3213,840
3213,5161
3217,28
3218,1241
3218,1420
3221,119
3221,4671
3222,7779
3225,1622
3230,348
3232,1005
3236,378
3238,360
3240,1362
3243,662
3247,621
3247,1078
3247,2175
3250,1
3257,122
3262,1990
3265,4633
3266,2998
3267,353
3268,827
3269,662
3269,1005
3269,3985
3270,28
3270,668
3270,4900
3270,7579
3271,320
3271,668
3271,1617
3272,1
3272,119
3272,4983
3275,98
3275,5182
3277,360
3277,400
3277,890
3278,5348
3279,3
3281,424
3281,4865
3281,5182
3283,378
3284,1005
3286,119
3286,599
3287,4381
3289,9567
3290,10
3290,952
3290,3473
3292,8676
3295,9854
3296,386
3296,4887
3299,119
3302,1
3303,6753
3311,291
3311,7628
3312,456
3313,668
3315,4981
3321,28
3322,902
3322,1524
3326,67
3326,400
3326,760
3326,7728
3327,122
3330,98
3332,1618
3332,5191
3333,7604
3339,378
3339,1524
3339,6419
3340,4076
3342,360
3347,4473
3349,1911
3351,93
3351,122
3351,378
3352,2175
3355,5350
3357,668
3357,1524
3357,2175
3359,29
3359,122
3360,67
3360,662
3361,2677
3363,1
3363,10
3363,98
3363,2547
3364,952
3366,7579
3373,28
3383,1202
3384,21
3384,25
3384,28
3384,1005
3384,3388
3385,304
3387,98
3388,5161
3388,6753
3390,291
3390,5191
3390,9833
3391,119
3393,122
3393,353
3396,830
3398,1911
3401,840
3401,1005
3401,1524
3401,1911
3401,1990
3412,5128
3416,668
3417,3087
3418,348
3422,67
3422,629
3422,6694
3423,98
3424,446
3425,360
3425,400
3427,6
3427,424
3427,1067
3427,1232
3430,5
3435,1524
3437,4138
3437,7714
3439,6
3440,4031
3446,2175
3448,424
3448,1519
3450,67
3452,2
3454,475
3454,1618
3458,7797
3462,1
3462,5
3462,28
3462,365
3462,6288
3468,360
3469,3
3469,67
3470,656
3470,1426
3482,2175
3483,291
3487,67
3489,1990
3489,4631
3490,10
3490,28
3490,291
3492,8492
3493,67
3493,122
3494,348
3496,3109
3496,3300
3500,348
3502,24
3502,662
3503,1519
3503,1524
3504,348
3504,599
3504,629
3506,8676
3509,360
3509,599
3509,760
3509,5439
3516,2978
3520,25
3520,5368
3524,93
3528,5368
3532,28
3532,67
3532,119
3537,6
3542,119
3542,360
3542,3973
3542,6753
3542,7670
3549,355
3549,1869
3550,7673
3552,668
3552,2137
3552,2743
3554,1005
3560,304
3560,7670
3561,1381
3562,424
3566,67
3568,291
3569,10
3570,5
3570,6
3570,7780
3572,1097
3572,4796
3575,2175
3576,840
3576,7244
3579,4395
3582,360
3584,29
3584,122
3584,1633
3586,400
3604,3885
3605,119
3605,365
3607,28
3607,400
3607,424
3607,1191
3607,3061
3607,4395
3611,4950
3617,122
3617,400
3617,1032
3617,3109
3617,3464
3618,4407
3619,1624
3620,67
3620,304
3623,1032
3626,3
3626,67
3626,3985
3628,67
3629,360
3629,400
3629,599
3629,2978
3632,6
3636,424
3636,7714
3638,428
3639,378
3640,5296
3641,3590
3643,9844
3646,67
3647,424
3649,6422
3653,1431
3653,1869
3653,9762
3654,122
3655,119
3655,365
3657,7673
3660,3446
3661,122
3661,386
3663,4950
3668,3464
3668,7779
3669,1427
3669,3109
3670,1627
3671,355
3672,360
3672,6687
3673,360
3679,1005
3682,67
3683,6
3685,5439
3687,1371
3687,3464
3687,3717
3690,5326
3691,1078
3692,67
3693,122
3697,28
3697,952
3697,5296
3698,98
3704,98
3704,4214
3706,1990
3707,2371
3708,67
3708,3885
3711,67
3711,378
3711,4887
3712,320
3713,29
3713,122
3715,1032
3716,1911
3722,119
3724,3985
3729,4631
3733,93
3733,122
3734,6
3736,1624
3737,662
3738,1848
3738,5182
3741,122
3743,475
3743,1103
3743,2547
3744,5
3744,119
3744,122
3744,7081
3747,98
3747,424
3747,5890
3749,400
3751,98
3751,291
3752,9854
3754,119
3757,6
3759,291
3765,6
3765,67
3769,1911
3770,5368
3770,5571
3773,5954
3775,67
3775,122
3777,10
3777,93
3778,360
3778,5296
3780,7675
3782,10
3785,2175
3787,119
3788,662
3788,1911
3802,1618
3804,1032
3805,67
3806,1953
3809,1524
3810,1381
3813,1
3813,7770
3814,400
3815,1191
3819,2175
3819,5180
3823,4900
3830,4981
3832,3061
3834,1
3837,6
3837,67
3837,668
3839,4069
3841,1990
3843,6
3843,355
3845,67
3845,122
3846,67
3849,1618
3849,2183
3849,7588
3850,2175
3852,1381
3860,4599
3862,365
3864,6
3864,67
3864,668
3866,1232
3866,1627
3866,1953
3868,28
3868,29
3868,353
3868,365
3869,348
3870,1078
3874,1
3874,3291
3876,3559
3877,10
3880,840
3881,119
3883,424
3883,1953
3884,4813
3888,119
3889,67
3890,1191
3891,667
3893,1
3894,9516
3896,360
3900,6
3900,400
3903,952
3903,4633
3909,21
3909,25
3911,4986
3913,3087
3915,119
3916,1
3916,122
3916,291
3916,1381
3923,1842
3923,3102
3923,4887
3926,119
3927,6
3927,28
3928,400
3930,122
3931,2371
3932,706
3932,5907
3933,3586
3933,5349
3934,5180
3936,7493
3939,1
3941,355
3945,2623
3947,122
3950,4631
3951,119
3952,668
3952,2175
3954,122
3954,2175
3954,2371
3958,10
3958,291
3959,1911
3964,1554
3966,122
3966,360
3966,840
3966,3388
3966,3985
3967,122
3971,703
3971,5157
3976,28
3977,1
3980,350
3980,4633
3983,668
3985,1420
3985,2371
3985,5693
3986,1
3986,5
3986,28
3986,343
3986,1622
3986,4538
3989,119
3992,10
3992,1848
3992,7199
3994,1934
3997,1823
3997,6422
3998,668
4000,67
4005,291
4011,667
4011,1431
4011,3008
4011,3885
4013,400
4013,7603
4016,119
4019,1524
4020,668
4021,3388
4022,122
4022,3109
4022,6753
4024,67
4024,343
4024,2371
4024,5182
4026,291
4026,475
4026,5345
4027,3985
4032,5161
4033,5
4034,291
4034,424
4034,1381
4038,5
4039,5161
4042,1241
4045,1617
4049,8088
4053,93
4053,1869
4053,6538
4054,4395
4057,67
4057,119
4057,1005
4059,67
4060,1032
4061,291
4062,840
4063,2187
4065,1
4066,67
4066,348
4068,5368
4069,28
4069,67
4072,5
4072,67
4072,4588
4073,10
4073,1869
4074,291
4074,3805
4074,4137
4075,6
4075,93
4075,343
4076,98
4077,67
4077,122
4078,360
4078,3590
4081,355
4082,67
4086,291
4086,4900
4090,67
4091,3109
4093,1842
4093,4659
4093,5890
4097,350
4101,1990
4106,98
4106,365
4107,3467
4110,4271
4111,4381
4111,5161
4116,5439
4118,28
4118,621
4129,629
4130,6
4139,1427
4140,119
4142,67
4142,424
4151,360
4153,378
4153,2865
4153,3381
4154,5
4154,28
4154,621
4156,353
4159,25
4162,4381
4163,4631
4166,1627
4168,3586
4172,122
4172,365
4172,6750
4177,5161
4177,9864
4178,1848
4181,291
4181,3109
4184,320
4184,1427
4186,29
4186,1371
4187,291
4188,28
4189,320
4190,119
4193,1524
4194,6
4194,5161
4195,668
4196,6
4196,10
4197,3028
4197,5182
4205,3
4215,291
4215,1371
4216,67
4219,424
4219,2187
4219,3869
4221,21
4221,25
4221,67
4222,3102
4228,1005
4229,5
4230,119
4230,2175
4230,2743
4237,424
4238,119
4238,291
4239,291
4239,1990
4239,4381
4239,5481
4243,5472
4244,1005
4247,7628
4249,5509
4251,2
4251,24
4251,29
4252,320
4253,67
4256,67
4256,9375
4259,10
4259,67
4263,3805
4264,428
4264,1953
4264,2547
4270,1524
4272,10
4273,3
4273,378
4274,662
4274,6870
4276,21
4276,25
4279,291
4279,3388
4279,3973
4281,291
4283,3586
4285,5161
4287,7493
4293,3478
4294,28
4294,3836
4294,8745
4296,10
4296,3109
4296,5182
4304,98
4304,1426
4304,6328
4305,2
4305,2187
4307,424
4307,3885
4308,1005
4308,1624
4309,119
4321,6753
4330,4950
4333,343
4336,320
4336,7199
4336,9791
4337,2
4337,122
4338,93
4339,6
4339,3559
4341,1
4341,3
4341,6
4341,98
4341,662
4345,67
4347,67
4347,8676
4349,5296
